2024-02-06 20:08:00,774 INFO    MainThread:1534275 [wandb_setup.py:_flush():76] Current SDK version is 0.16.2
2024-02-06 20:08:00,775 INFO    MainThread:1534275 [wandb_setup.py:_flush():76] Configure stats pid to 1534275
2024-02-06 20:08:00,775 INFO    MainThread:1534275 [wandb_setup.py:_flush():76] Loading settings from /hpc2hdd/home/wenshuozhang/.config/wandb/settings
2024-02-06 20:08:00,775 INFO    MainThread:1534275 [wandb_setup.py:_flush():76] Loading settings from /hpc2hdd/home/wenshuozhang/wsZHANG/hanlin/wandb/settings
2024-02-06 20:08:00,775 INFO    MainThread:1534275 [wandb_setup.py:_flush():76] Loading settings from environment variables: {}
2024-02-06 20:08:00,775 INFO    MainThread:1534275 [wandb_setup.py:_flush():76] Applying setup settings: {'_disable_service': False}
2024-02-06 20:08:00,775 INFO    MainThread:1534275 [wandb_setup.py:_flush():76] Inferring run settings from compute environment: {'program_relpath': 'tune_clip.py', 'program_abspath': '/hpc2hdd/home/wenshuozhang/wsZHANG/hanlin/tune_clip.py', 'program': '/hpc2hdd/home/wenshuozhang/wsZHANG/hanlin/tune_clip.py'}
2024-02-06 20:08:00,775 INFO    MainThread:1534275 [wandb_init.py:_log_setup():526] Logging user logs to /hpc2hdd/home/wenshuozhang/wsZHANG/hanlin/wandb/run-20240206_200800-b39afhao/logs/debug.log
2024-02-06 20:08:00,776 INFO    MainThread:1534275 [wandb_init.py:_log_setup():527] Logging internal logs to /hpc2hdd/home/wenshuozhang/wsZHANG/hanlin/wandb/run-20240206_200800-b39afhao/logs/debug-internal.log
2024-02-06 20:08:00,776 INFO    MainThread:1534275 [wandb_init.py:init():566] calling init triggers
2024-02-06 20:08:00,776 INFO    MainThread:1534275 [wandb_init.py:init():573] wandb.init called with sweep_config: {}
config: {'learning_rate': 5e-06, 'architecture': 'ViT-B/32', 'dataset': 'Qulit-1M', 'epochs': 40}
2024-02-06 20:08:00,776 INFO    MainThread:1534275 [wandb_init.py:init():616] starting backend
2024-02-06 20:08:00,776 INFO    MainThread:1534275 [wandb_init.py:init():620] setting up manager
2024-02-06 20:08:00,785 INFO    MainThread:1534275 [backend.py:_multiprocessing_setup():105] multiprocessing start_methods=fork,spawn,forkserver, using: spawn
2024-02-06 20:08:00,787 INFO    MainThread:1534275 [wandb_init.py:init():628] backend started and connected
2024-02-06 20:08:00,800 INFO    MainThread:1534275 [wandb_init.py:init():720] updated telemetry
2024-02-06 20:08:00,801 INFO    MainThread:1534275 [wandb_init.py:init():753] communicating run to backend with 90.0 second timeout
2024-02-06 20:08:04,852 INFO    MainThread:1534275 [wandb_run.py:_on_init():2254] communicating current version
2024-02-06 20:08:05,156 INFO    MainThread:1534275 [wandb_run.py:_on_init():2263] got version response 
2024-02-06 20:08:05,156 INFO    MainThread:1534275 [wandb_init.py:init():804] starting run threads in backend
2024-02-06 20:08:12,858 INFO    MainThread:1534275 [wandb_run.py:_console_start():2233] atexit reg
2024-02-06 20:08:12,858 INFO    MainThread:1534275 [wandb_run.py:_redirect():2088] redirect: wrap_raw
2024-02-06 20:08:12,858 INFO    MainThread:1534275 [wandb_run.py:_redirect():2153] Wrapping output streams.
2024-02-06 20:08:12,858 INFO    MainThread:1534275 [wandb_run.py:_redirect():2178] Redirects installed.
2024-02-06 20:08:12,859 INFO    MainThread:1534275 [wandb_init.py:init():847] run started, returning control to user process
2024-02-06 20:13:11,753 INFO    MainThread:1534275 [wandb_run.py:_finish():1962] finishing run dsa-mdil/openai_clip/b39afhao
2024-02-06 20:13:11,754 INFO    MainThread:1534275 [wandb_run.py:_atexit_cleanup():2202] got exitcode: 0
2024-02-06 20:13:11,754 INFO    MainThread:1534275 [wandb_run.py:_restore():2185] restore
2024-02-06 20:13:11,754 INFO    MainThread:1534275 [wandb_run.py:_restore():2191] restore done
2024-02-06 20:13:37,956 INFO    MainThread:1534275 [wandb_run.py:_footer_history_summary_info():3857] rendering history
2024-02-06 20:13:37,957 INFO    MainThread:1534275 [wandb_run.py:_footer_history_summary_info():3889] rendering summary
2024-02-06 20:13:37,978 INFO    MainThread:1534275 [wandb_run.py:_footer_sync_info():3816] logging synced files
